PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,ExitSpeed,,,
139,2024-09-13,3,2,"Cooke, Ian",Right,UCO_HUS,,,UCO_AVP,4,Top,2,0,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
140,2024-09-13,3,3,"Cooke, Ian",Right,UCO_HUS,,,UCO_AVP,4,Top,2,0,2,Changeup,InPlay,Undefined,LineDrive,Out,1,0,78,,,
141,2024-09-13,1,1,,,UCO_AVP,"Padilla, Bryan",Right,UCO_HUS,4,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
142,2024-09-13,1,2,,,UCO_AVP,"Padilla, Bryan",Right,UCO_HUS,4,Bottom,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
143,2024-09-13,1,3,,,UCO_AVP,"Padilla, Bryan",Right,UCO_HUS,4,Bottom,0,1,1,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
144,2024-09-13,1,4,,,UCO_AVP,"Padilla, Bryan",Right,UCO_HUS,4,Bottom,0,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
145,2024-09-13,1,5,,,UCO_AVP,"Padilla, Bryan",Right,UCO_HUS,4,Bottom,0,2,2,Fastball,StrikeSwinging,Strikeout,Undefined,Out,1,0,,,,
146,2024-09-13,2,1,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,4,Bottom,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
147,2024-09-13,2,2,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,4,Bottom,1,0,1,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
148,2024-09-13,2,3,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,4,Bottom,1,1,1,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
149,2024-09-13,2,4,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,4,Bottom,1,2,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,
150,2024-09-13,2,5,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,4,Bottom,1,2,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
151,2024-09-13,2,6,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,4,Bottom,1,3,2,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,,,
152,2024-09-13,3,1,,,UCO_AVP,"MacArthur, Grant",Right,UCO_HUS,4,Bottom,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
153,2024-09-13,3,2,,,UCO_AVP,"MacArthur, Grant",Right,UCO_HUS,4,Bottom,1,1,0,Fastball,InPlay,Undefined,LineDrive,Single,0,0,90.5,,,
154,2024-09-13,4,1,,,UCO_AVP,"Groen, Carter",Right,UCO_HUS,4,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
155,2024-09-13,4,2,,,UCO_AVP,"Groen, Carter",Right,UCO_HUS,4,Bottom,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
156,2024-09-13,4,3,,,UCO_AVP,"Groen, Carter",Right,UCO_HUS,4,Bottom,1,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
157,2024-09-13,4,4,,,UCO_AVP,"Groen, Carter",Right,UCO_HUS,4,Bottom,1,3,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
158,2024-09-13,4,5,,,UCO_AVP,"Groen, Carter",Right,UCO_HUS,4,Bottom,1,3,1,Fastball,InPlay,Undefined,GroundBall,Out,1,1,86.5,,,
159,2024-09-13,5,1,,,UCO_AVP,"Rispoli, Robert",Right,UCO_HUS,4,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
160,2024-09-13,5,2,,,UCO_AVP,"Rispoli, Robert",Right,UCO_HUS,4,Bottom,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
161,2024-09-13,5,3,,,UCO_AVP,"Rispoli, Robert",Right,UCO_HUS,4,Bottom,2,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
162,2024-09-13,5,4,,,UCO_AVP,"Rispoli, Robert",Right,UCO_HUS,4,Bottom,2,3,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
163,2024-09-13,5,5,,,UCO_AVP,"Rispoli, Robert",Right,UCO_HUS,4,Bottom,2,3,1,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,,,
164,2024-09-13,6,1,,,UCO_AVP,"Root, Beau",Left,UCO_HUS,4,Bottom,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
165,2024-09-13,6,2,,,UCO_AVP,"Root, Beau",Left,UCO_HUS,4,Bottom,2,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
166,2024-09-13,6,3,,,UCO_AVP,"Root, Beau",Left,UCO_HUS,4,Bottom,2,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
167,2024-09-13,6,4,,,UCO_AVP,"Root, Beau",Left,UCO_HUS,4,Bottom,2,1,2,Slider,InPlay,Undefined,LineDrive,Double,1,2,103.5,,,
168,2024-09-13,1,1,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,5,Top,0,0,0,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
169,2024-09-13,1,2,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,5,Top,0,0,1,Fastball,InPlay,Undefined,PopUp,Out,1,0,50.9,,,
170,2024-09-13,2,1,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,5,Top,1,0,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,
171,2024-09-13,2,2,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,5,Top,1,0,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
172,2024-09-13,2,3,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,5,Top,1,0,2,Fastball,StrikeSwinging,Strikeout,Undefined,Out,1,0,,,,
173,2024-09-13,3,1,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,5,Top,2,0,0,Slider,InPlay,Undefined,GroundBall,Single,0,0,61.7,,,
174,2024-09-13,4,1,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,5,Top,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
175,2024-09-13,4,2,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,5,Top,2,0,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
176,2024-09-13,4,3,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,5,Top,2,0,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
177,2024-09-13,4,4,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,5,Top,2,1,2,Slider,StrikeCalled,Strikeout,Undefined,Out,1,0,,,,
178,2024-09-13,1,1,,,UCO_AVP,"Biller, Sam",Left,UCO_HUS,5,Bottom,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
179,2024-09-13,1,2,,,UCO_AVP,"Biller, Sam",Left,UCO_HUS,5,Bottom,0,0,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
180,2024-09-13,1,3,,,UCO_AVP,"Biller, Sam",Left,UCO_HUS,5,Bottom,0,0,2,Fastball,InPlay,Undefined,FlyBall,Triple,0,0,86.6,,,
181,2024-09-13,2,1,,,UCO_AVP,"LaRose, Jack",Left,UCO_HUS,5,Bottom,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
182,2024-09-13,2,2,,,UCO_AVP,"LaRose, Jack",Left,UCO_HUS,5,Bottom,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
183,2024-09-13,2,3,,,UCO_AVP,"LaRose, Jack",Left,UCO_HUS,5,Bottom,0,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
184,2024-09-13,2,4,,,UCO_AVP,"LaRose, Jack",Left,UCO_HUS,5,Bottom,0,3,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
185,2024-09-13,2,5,,,UCO_AVP,"LaRose, Jack",Left,UCO_HUS,5,Bottom,0,3,1,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,,,
186,2024-09-13,3,1,,,UCO_AVP,"Tirado, Gabriel",Left,UCO_HUS,5,Bottom,0,0,0,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
187,2024-09-13,3,2,,,UCO_AVP,"Tirado, Gabriel",Left,UCO_HUS,5,Bottom,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
188,2024-09-13,3,3,,,UCO_AVP,"Tirado, Gabriel",Left,UCO_HUS,5,Bottom,0,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
189,2024-09-13,3,4,,,UCO_AVP,"Tirado, Gabriel",Left,UCO_HUS,5,Bottom,0,3,0,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,,,
190,2024-09-13,4,1,,,UCO_AVP,"Padilla, Bryan",Right ,UCO_HUS,5,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
191,2024-09-13,4,2,,,UCO_AVP,"Padilla, Bryan",Right ,UCO_HUS,5,Bottom,0,1,0,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
192,2024-09-13,4,3,,,UCO_AVP,"Padilla, Bryan",Right ,UCO_HUS,5,Bottom,0,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
193,2024-09-13,4,4,,,UCO_AVP,"Padilla, Bryan",Right ,UCO_HUS,5,Bottom,0,2,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,
194,2024-09-13,4,5,,,UCO_AVP,"Padilla, Bryan",Right ,UCO_HUS,5,Bottom,0,2,2,Fastball,InPlay,Undefined,FlyBall,Sacrifice,1,1,92.2,,,
195,2024-09-13,5,1,,,UCO_AVP,"Lane, Connor",Right ,UCO_HUS,5,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
196,2024-09-13,5,2,,,UCO_AVP,"Lane, Connor",Right ,UCO_HUS,5,Bottom,1,1,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
197,2024-09-13,5,3,,,UCO_AVP,"Lane, Connor",Right ,UCO_HUS,5,Bottom,1,2,0,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
198,2024-09-13,5,4,,,UCO_AVP,"Lane, Connor",Right ,UCO_HUS,5,Bottom,1,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
199,2024-09-13,5,5,,,UCO_AVP,"Lane, Connor",Right ,UCO_HUS,5,Bottom,1,3,1,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,,,
200,2024-09-13,6,1,,,UCO_AVP,"MacArthur, Grant",Right ,UCO_HUS,5,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
201,2024-09-13,6,2,,,UCO_AVP,"MacArthur, Grant",Right ,UCO_HUS,5,Bottom,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
202,2024-09-13,6,3,,,UCO_AVP,"MacArthur, Grant",Right ,UCO_HUS,5,Bottom,1,2,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
203,2024-09-13,6,4,,,UCO_AVP,"MacArthur, Grant",Right ,UCO_HUS,5,Bottom,1,2,1,Fastball,InPlay,Undefined,FlyBall,HomeRun,0,4,96.7,,,
204,2024-09-13,7,1,,,UCO_AVP,"Groen, Carter",Right ,UCO_HUS,5,Bottom,1,0,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,
205,2024-09-13,7,2,,,UCO_AVP,"Groen, Carter",Right ,UCO_HUS,5,Bottom,1,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
206,2024-09-13,7,3,,,UCO_AVP,"Groen, Carter",Right ,UCO_HUS,5,Bottom,1,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
207,2024-09-13,7,4,,,UCO_AVP,"Groen, Carter",Right ,UCO_HUS,5,Bottom,1,2,1,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
208,2024-09-13,7,5,,,UCO_AVP,"Groen, Carter",Right ,UCO_HUS,5,Bottom,1,2,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
209,2024-09-13,7,6,,,UCO_AVP,"Groen, Carter",Right ,UCO_HUS,5,Bottom,1,3,2,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
210,2024-09-13,7,7,,,UCO_AVP,"Groen, Carter",Right ,UCO_HUS,5,Bottom,1,3,2,Fastball,InPlay,Undefined,FlyBall,Out,1,0,88.5,,,
211,2024-09-13,8,1,,,UCO_AVP,"Rispoli, Robert",Right ,UCO_HUS,5,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
212,2024-09-13,8,2,,,UCO_AVP,"Rispoli, Robert",Right ,UCO_HUS,5,Bottom,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
213,2024-09-13,8,3,,,UCO_AVP,"Rispoli, Robert",Right ,UCO_HUS,5,Bottom,2,2,0,Fastball,InPlay,Undefined,FlyBall,Error,0,0,92.2,,,
214,2024-09-13,9,1,,,UCO_AVP,"Root, Beau",Left,UCO_HUS,5,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
215,2024-09-13,9,2,,,UCO_AVP,"Root, Beau",Left,UCO_HUS,5,Bottom,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
216,2024-09-13,9,3,,,UCO_AVP,"Root, Beau",Left,UCO_HUS,5,Bottom,2,2,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
217,2024-09-13,9,4,,,UCO_AVP,"Root, Beau",Left,UCO_HUS,5,Bottom,2,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
218,2024-09-13,9,5,,,UCO_AVP,"Root, Beau",Left,UCO_HUS,5,Bottom,2,3,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,
219,2024-09-13,9,6,,,UCO_AVP,"Root, Beau",Left,UCO_HUS,5,Bottom,2,3,2,Fastball,InPlay,Undefined,GroundBall,Single,0,1,60.5,,,
220,2024-09-13,10,1,,,UCO_AVP,"Kron, Drew",Left,UCO_HUS,5,Bottom,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
221,2024-09-13,10,2,,,UCO_AVP,"Kron, Drew",Left,UCO_HUS,5,Bottom,2,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
222,2024-09-13,10,3,,,UCO_AVP,"Kron, Drew",Left,UCO_HUS,5,Bottom,2,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
223,2024-09-13,10,4,,,UCO_AVP,"Kron, Drew",Left,UCO_HUS,5,Bottom,2,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
224,2024-09-13,10,5,,,UCO_AVP,"Kron, Drew",Left,UCO_HUS,5,Bottom,2,3,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
225,2024-09-13,10,6,,,UCO_AVP,"Kron, Drew",Left,UCO_HUS,5,Bottom,2,3,2,Fastball,InPlay,Undefined,PopUp,Out,1,0,82.6,,,
226,2024-09-13,1,1,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,6,Top,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
227,2024-09-13,1,2,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,6,Top,0,0,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,37.1,,,
228,2024-09-13,2,1,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,6,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
229,2024-09-13,2,2,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,6,Top,1,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
230,2024-09-13,2,3,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,6,Top,1,1,1,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
231,2024-09-13,2,4,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,6,Top,1,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
232,2024-09-13,2,5,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,6,Top,1,2,2,Slider,StrikeSwinging,Strikeout,Undefined,Out,1,0,,,,
233,2024-09-13,3,1,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,6,Top,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
234,2024-09-13,3,2,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,6,Top,2,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
235,2024-09-13,3,3,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,6,Top,2,1,1,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,58.1,,,
236,2024-09-13,3,4,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,6,Top,2,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
237,2024-09-13,3,5,"Ellisen, Thomas",Right,UCO_HUS,,,UCO_AVP,6,Top,2,2,2,Fastball,InPlay,Undefined,LineDrive,Out,1,0,75.8,,,
238,2024-09-13,1,1,,,UCO_AVP,"LaRose, Jack",Left,UCO_HUS,6,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
239,2024-09-13,1,2,,,UCO_AVP,"LaRose, Jack",Left,UCO_HUS,6,Bottom,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
240,2024-09-13,1,3,,,UCO_AVP,"LaRose, Jack",Left,UCO_HUS,6,Bottom,0,2,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
241,2024-09-13,1,4,,,UCO_AVP,"LaRose, Jack",Left,UCO_HUS,6,Bottom,0,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
242,2024-09-13,1,5,,,UCO_AVP,"LaRose, Jack",Left,UCO_HUS,6,Bottom,0,3,1,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,,,
243,2024-09-14,2,1,,,UCO_AVP,"Tirado, Gabriel",Left,UCO_HUS,6,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
244,2024-09-13,2,2,,,UCO_AVP,"Tirado, Gabriel",Left,UCO_HUS,6,Bottom,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
245,2024-09-13,2,3,,,UCO_AVP,"Tirado, Gabriel",Left,UCO_HUS,6,Bottom,0,1,1,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
246,2024-09-13,2,4,,,UCO_AVP,"Tirado, Gabriel",Left,UCO_HUS,6,Bottom,0,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
247,2024-09-13,2,5,,,UCO_AVP,"Tirado, Gabriel",Left,UCO_HUS,6,Bottom,0,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
248,2024-09-13,2,6,,,UCO_AVP,"Tirado, Gabriel",Left,UCO_HUS,6,Bottom,0,3,2,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,,,
249,2024-09-13,3,1,,,UCO_AVP,"Belisario, Anthony",Right,UCO_HUS,6,Bottom,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
250,2024-09-13,3,2,,,UCO_AVP,"Belisario, Anthony",Right,UCO_HUS,6,Bottom,0,0,1,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
251,2024-09-13,3,3,,,UCO_AVP,"Belisario, Anthony",Right,UCO_HUS,6,Bottom,0,1,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,
252,2024-09-13,3,4,,,UCO_AVP,"Belisario, Anthony",Right,UCO_HUS,6,Bottom,0,1,2,Fastball,InPlay,Undefined,GroundBall,Single,0,1,90.2,,,
253,2024-09-13,4,1,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,6,Bottom,0,0,0,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
254,2024-09-13,4,2,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,6,Bottom,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
255,2024-09-13,4,3,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,6,Bottom,0,1,1,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,95.6,,,
256,2024-09-13,4,4,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,6,Bottom,0,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
257,2024-09-13,4,5,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,6,Bottom,0,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
258,2024-09-13,4,6,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,6,Bottom,0,3,2,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
259,2024-09-13,4,7,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,6,Bottom,0,3,2,Fastball,StrikeSwinging,Strikeout,Undefined,Out,1,0,,,,
260,2024-09-13,5,1,,,UCO_AVP,"Dougherty, Aidan",Right,UCO_HUS,6,Bottom,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
261,2024-09-13,5,2,,,UCO_AVP,"Dougherty, Aidan",Right,UCO_HUS,6,Bottom,1,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
262,2024-09-13,5,3,,,UCO_AVP,"Dougherty, Aidan",Right,UCO_HUS,6,Bottom,1,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
263,2024-09-13,5,4,,,UCO_AVP,"Dougherty, Aidan",Right,UCO_HUS,6,Bottom,1,2,1,Fastball,InPlay,Undefined,GroundBall,Single,0,1,94.8,,,
264,2024-09-13,6,1,,,UCO_AVP,"Oates, Michael",Right,UCO_HUS,6,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
265,2024-09-13,6,2,,,UCO_AVP,"Oates, Michael",Right,UCO_HUS,6,Bottom,1,1,0,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
266,2024-09-13,6,3,,,UCO_AVP,"Oates, Michael",Right,UCO_HUS,6,Bottom,1,1,1,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,16,,,
267,2024-09-13,6,4,,,UCO_AVP,"Oates, Michael",Right,UCO_HUS,6,Bottom,1,1,2,Slider,StrikeSwinging,Strikeout,Undefined,Out,1,0,,,,
268,2024-09-13,7,1,,,UCO_AVP,"Rispoli, Robert",Right,UCO_HUS,6,Bottom,2,0,0,Fastball,InPlay,Undefined,GroundBall,Single,0,1,53.5,,,
269,2024-09-13,8,1,,,UCO_AVP,"Suchy, Cayden",Left,UCO_HUS,6,Bottom,2,0,0,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
270,2024-09-13,8,2,,,UCO_AVP,"Suchy, Cayden",Left,UCO_HUS,6,Bottom,2,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
271,2024-09-13,8,3,,,UCO_AVP,"Suchy, Cayden",Left,UCO_HUS,6,Bottom,2,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
272,2024-09-13,8,4,,,UCO_AVP,"Suchy, Cayden",Left,UCO_HUS,6,Bottom,2,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
273,2024-09-13,8,5,,,UCO_AVP,"Suchy, Cayden",Left,UCO_HUS,6,Bottom,2,3,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,50.6,,,
274,2024-09-13,1,1,"Mach, Alex",Right,UCO_HUS,,,UCO_AVP,7,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
275,2024-09-13,1,2,"Mach, Alex",Right,UCO_HUS,,,UCO_AVP,7,Top,0,1,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
276,2024-09-13,1,3,"Mach, Alex",Right,UCO_HUS,,,UCO_AVP,7,Top,0,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
277,2024-09-13,1,4,"Mach, Alex",Right,UCO_HUS,,,UCO_AVP,7,Top,0,3,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
278,2024-09-13,1,5,"Mach, Alex",Right,UCO_HUS,,,UCO_AVP,7,Top,0,3,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,
279,2024-09-13,1,6,"Mach, Alex",Right,UCO_HUS,,,UCO_AVP,7,Top,0,3,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,65.4,,,
280,2024-09-13,2,1,"Mach, Alex",Right,UCO_HUS,,,UCO_AVP,7,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
281,2024-09-13,2,2,"Mach, Alex",Right,UCO_HUS,,,UCO_AVP,7,Top,1,0,1,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
282,2024-09-13,2,3,"Mach, Alex",Right,UCO_HUS,,,UCO_AVP,7,Top,1,0,2,Changeup,InPlay,Undefined,GroundBall,Out,1,0,90.6,,,
283,2024-09-13,3,1,"Mach, Alex",Right,UCO_HUS,,,UCO_AVP,7,Top,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
284,2024-09-13,3,2,"Mach, Alex",Right,UCO_HUS,,,UCO_AVP,7,Top,2,0,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,
285,2024-09-13,3,3,"Mach, Alex",Right,UCO_HUS,,,UCO_AVP,7,Top,2,0,2,Slider,StrikeSwinging,Strikeout,Undefined,Out,1,0,,,,
286,2024-09-13,1,1,,,UCO_AVP,"Kron, Drew",Right ,UCO_HUS,7,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
287,2024-09-13,1,2,,,UCO_AVP,"Kron, Drew",Right ,UCO_HUS,7,Bottom,0,1,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
288,2024-09-13,1,3,,,UCO_AVP,"Kron, Drew",Right ,UCO_HUS,7,Bottom,0,1,1,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
